DOEID,REGIONC,DIVISION,METROMICRO,UATYP10,TYPEHUQ,ZTYPEHUQ,CELLAR,ZCELLAR,BASEFIN,ZBASEFIN,ATTIC,ZATTIC,ATTICFIN,ZATTICFIN,STORIES,ZSTORIES,PRKGPLC1,ZPRKGPLC1,SIZEOFGARAGE,ZSIZEOFGARAGE,KOWNRENT,ZKOWNRENT,YEARMADERANGE,ZYEARMADERANGE,OCCUPYYRANGE,ZOCCUPYYRANGE,STUDIO,ZSTUDIO,BEDROOMS,ZBEDROOMS,NCOMBATH,ZNCOMBATH,NHAFBATH,ZNHAFBATH,OTHROOMS,ZOTHROOMS,TOTROOMS,ZTOTROOMS,WALLTYPE,ZWALLTYPE,ROOFTYPE,ZROOFTYPE,HIGHCEIL,ZHIGHCEIL,DOOR1SUM,ZDOOR1SUM,WINDOWS,ZWINDOWS,TYPEGLASS,ZTYPEGLASS,WINFRAME,ZWINFRAME,ADQINSUL,ZADQINSUL,DRAFTY,ZDRAFTY,UGASHERE,ZUGASHERE,SWIMPOOL,ZSWIMPOOL,MONPOOL,ZMONPOOL,POOL,ZPOOL,FUELPOOL,ZFUELPOOL,RECBATH,ZRECBATH,MONTUB,ZMONTUB,FUELTUB,ZFUELTUB,OUTLET,ZOUTLET,ALTFUELPEV,ZALTFUELPEV,BACKUP,ZBACKUP,SOLAR,NUMFRIG,ZNUMFRIG,SIZRFRI1,ZSIZRFRI1,TYPERFR1,ZTYPERFR1,AGERFRI1,ZAGERFRI1,ICE,ZICE,SIZRFRI2,ZSIZRFRI2,TYPERFR2,ZTYPERFR2,AGERFRI2,ZAGERFRI2,LOCRFRI2,ZLOCRFRI2,NUMFREEZ,ZNUMFREEZ,UPRTFRZR,ZUPRTFRZR,SIZFREEZ,ZSIZFREEZ,AGEFRZR,ZAGEFRZR,STOVEN,ZSTOVEN,STOVENFUEL,ZSTOVENFUEL,DUALCOOKTFUEL,ZDUALCOOKTFUEL,DUALOVENFUEL,ZDUALOVENFUEL,COOKTUSE,ZCOOKTUSE,OVENUSE,ZOVENUSE,STOVE,ZSTOVE,STOVEFUEL,ZSTOVEFUEL,SEPCOOKTUSE,ZSEPCOOKTUSE,OVEN,ZOVEN,OVENFUEL,ZOVENFUEL,SEPOVENUSE,ZSEPOVENUSE,MICRO,ZMICRO,AMTMICRO,ZAMTMICRO,OUTGRILL,ZOUTGRILL,OUTGRILLFUEL,ZOUTGRILLFUEL,NUMMEAL,ZNUMMEAL,TOAST,ZTOAST,TOASTOVN,ZTOASTOVN,COFFEE,ZCOFFEE,CROCKPOT,ZCROCKPOT,FOODPROC,ZFOODPROC,RICECOOK,ZRICECOOK,BLENDER,ZBLENDER,APPOTHER,ZAPPOTHER,DISHWASH,ZDISHWASH,DWASHUSE,ZDWASHUSE,DWCYCLE,ZDWCYCLE,AGEDW,ZAGEDW,CWASHER,ZCWASHER,TOPFRONT,ZTOPFRONT,WASHLOAD,ZWASHLOAD,WASHTEMP,ZWASHTEMP,RNSETEMP,ZRNSETEMP,AGECWASH,ZAGECWASH,DRYER,ZDRYER,DRYRFUEL,ZDRYRFUEL,DRYRUSE,ZDRYRUSE,AGECDRYER,ZAGECDRYER,TVCOLOR,ZTVCOLOR,TVSIZE1,ZTVSIZE1,TVTYPE1,ZTVTYPE1,TVONWD1,ZTVONWD1,TVONWE1,ZTVONWE1,TVSIZE2,ZTVSIZE2,TVTYPE2,ZTVTYPE2,TVONWD2,ZTVONWD2,TVONWE2,ZTVONWE2,CABLESAT,ZCABLESAT,COMBODVR,ZCOMBODVR,SEPDVR,ZSEPDVR,PLAYSTA,ZPLAYSTA,DVD,ZDVD,VCR,ZVCR,INTSTREAM,ZINTSTREAM,TVAUDIOSYS,ZTVAUDIOSYS,DESKTOP,ZDESKTOP,NUMLAPTOP,ZNUMLAPTOP,NUMTABLET,ZNUMTABLET,ELPERIPH,ZELPERIPH,NUMSMPHONE,ZNUMSMPHONE,CELLPHONE,ZCELLPHONE,INTERNET,ZINTERNET,INWIRELESS,ZINWIRELESS,HEATHOME,ZHEATHOME,DNTHEAT,ZDNTHEAT,EQUIPM,ZEQUIPM,FUELHEAT,ZFUELHEAT,EQUIPAGE,ZEQUIPAGE,THERMAIN,ZTHERMAIN,PROTHERM,ZPROTHERM,EQUIPMUSE,ZEQUIPMUSE,TEMPHOME,ZTEMPHOME,TEMPGONE,ZTEMPGONE,TEMPNITE,ZTEMPNITE,EQUIPAUX,ZEQUIPAUX,EQUIPAUXTYPE,ZEQUIPAUXTYPE,FUELAUX,ZFUELAUX,BASEHEAT,ZBASEHEAT,ATTCHEAT,ZATTCHEAT,GARGHEAT,ZGARGHEAT,MOISTURE,ZMOISTURE,USEMOISTURE,ZUSEMOISTURE,AIRCOND,ZAIRCOND,COOLTYPE,ZCOOLTYPE,CENACHP,ZCENACHP,AGECENAC,ZAGECENAC,THERMAINAC,ZTHERMAINAC,PROTHERMAC,ZPROTHERMAC,USECENAC,ZUSECENAC,NUMBERAC,ZNUMBERAC,WWACAGE,ZWWACAGE,USEWWAC,ZUSEWWAC,TEMPHOMEAC,ZTEMPHOMEAC,TEMPGONEAC,ZTEMPGONEAC,TEMPNITEAC,ZTEMPNITEAC,BASECOOL,ZBASECOOL,ATTCCOOL,ZATTCCOOL,GARGCOOL,ZGARGCOOL,SWAMPCOL,ZSWAMPCOL,NUMCFAN,ZNUMCFAN,NUMFLOORFAN,ZNUMFLOORFAN,NUMWHOLEFAN,ZNUMWHOLEFAN,NUMATTICFAN,ZNUMATTICFAN,NOTMOIST,ZNOTMOIST,USENOTMOIST,ZUSENOTMOIST,FUELH2O,ZFUELH2O,H2OHEATAPT,ZH2OHEATAPT,WHEATAGE,ZWHEATAGE,WHEATSIZ,ZWHEATSIZ,MORETHAN1H2O,ZMORETHAN1H2O,FUELH2O2,ZFUELH2O2,LGTINNUM,ZLGTINNUM,LGTIN4,ZLGTIN4,LGTINCAN,ZLGTINCAN,LGTINCFL,ZLGTINCFL,LGTINLED,ZLGTINLED,LGTINCNTL,ZLGTINCNTL,LGTOUTNUM,ZLGTOUTNUM,LGTOUTCNTL,ZLGTOUTCNTL,AUDIT,AUDITCHG,EELIGHTS,FREEAUDIT,REBATEAPP,RECYCAPP,TAXCREDITAPP,BENOTHER,ESCWASH,ESDISHW,ESDRYER,ESFREEZE,ESFRIG,ESLIGHT,ESWATER,ESWIN,SMARTTHERM,ELPAY,ZELPAY,NGPAY,ZNGPAY,LPGPAY,ZLPGPAY,FOPAY,ZFOPAY,SMARTMETER,INTDATA,INTDATAACC,HHSEX,ZHHSEX,HHAGE,ZHHAGE,EMPLOYHH,ZEMPLOYHH,SDESCENT,ZSDESCENT,HOUSEHOLDER_RACE,ZHOUSEHOLDER_RACE,EDUCATION,ZEDUCATION,NHSLDMEM,ZNHSLDMEM,NUMADULT,ZNUMADULT,NUMCHILD,ZNUMCHILD,ATHOME,ZATHOME,MONEYPY,ZMONEYPY,ENERGYASST,ZENERGYASST,ENERGYASST11,ZENERGYASST11,ENERGYASST12,ZENERGYASST12,ENERGYASST13,ZENERGYASST13,ENERGYASST14,ZENERGYASST14,ENERGYASST15,ZENERGYASST15,ENERGYASSTOTH,ZENERGYASSTOTH,SCALEB,ZSCALEB,SCALEG,ZSCALEG,SCALEE,ZSCALEE,PAYHELP,ZPAYHELP,NOHEATBROKE,ZNOHEATBROKE,NOHEATEL,ZNOHEATEL,NOHEATNG,ZNOHEATNG,NOHEATBULK,ZNOHEATBULK,NOHEATDAYS,ZNOHEATDAYS,NOHEATHELP,ZNOHEATHELP,COLDMA,ZCOLDMA,NOACBROKE,ZNOACBROKE,NOACEL,ZNOACEL,NOACDAYS,ZNOACDAYS,NOACHELP,ZNOACHELP,HOTMA,ZHOTMA,USEEL,ELWARM,ELCOOL,ELWATER,ELFOOD,ELOTHER,USENG,UGWARM,UGWATER,UGCOOK,UGOTH,USELP,LPWARM,LPWATER,LPCOOK,LPOTHER,USEFO,FOWARM,FOWATER,FOOTHER,USEWOOD,WOODLOGS,ZWOODLOGS,WDPELLET,ZWDPELLET,WDOTHER,WDWARM,WDWATER,USESOLAR,SOLWATER,SOLOTHER,TOTCSQFT,TOTHSQFT,TOTSQFT_EN,ZTOTSQFT_EN,TOTUCSQFT,TOTUSQFT,NWEIGHT,BRRWT1,BRRWT2,BRRWT3,BRRWT4,BRRWT5,BRRWT6,BRRWT7,BRRWT8,BRRWT9,BRRWT10,BRRWT11,BRRWT12,BRRWT13,BRRWT14,BRRWT15,BRRWT16,BRRWT17,BRRWT18,BRRWT19,BRRWT20,BRRWT21,BRRWT22,BRRWT23,BRRWT24,BRRWT25,BRRWT26,BRRWT27,BRRWT28,BRRWT29,BRRWT30,BRRWT31,BRRWT32,BRRWT33,BRRWT34,BRRWT35,BRRWT36,BRRWT37,BRRWT38,BRRWT39,BRRWT40,BRRWT41,BRRWT42,BRRWT43,BRRWT44,BRRWT45,BRRWT46,BRRWT47,BRRWT48,BRRWT49,BRRWT50,BRRWT51,BRRWT52,BRRWT53,BRRWT54,BRRWT55,BRRWT56,BRRWT57,BRRWT58,BRRWT59,BRRWT60,BRRWT61,BRRWT62,BRRWT63,BRRWT64,BRRWT65,BRRWT66,BRRWT67,BRRWT68,BRRWT69,BRRWT70,BRRWT71,BRRWT72,BRRWT73,BRRWT74,BRRWT75,BRRWT76,BRRWT77,BRRWT78,BRRWT79,BRRWT80,BRRWT81,BRRWT82,BRRWT83,BRRWT84,BRRWT85,BRRWT86,BRRWT87,BRRWT88,BRRWT89,BRRWT90,BRRWT91,BRRWT92,BRRWT93,BRRWT94,BRRWT95,BRRWT96,CDD30YR,CDD65,CDD80,CLIMATE_REGION_PUB,IECC_CLIMATE_PUB,HDD30YR,HDD65,HDD50,GNDHDD65,WSF,OA_LAT,GWT,DBT1,DBT99,KWH,KWHSPH,KWHCOL,KWHWTH,KWHRFG,KWHRFG1,KWHRFG2,KWHFRZ,KWHCOK,KWHMICRO,KWHCW,KWHCDR,KWHDWH,KWHLGT,KWHTVREL,KWHTV1,KWHTV2,KWHAHUHEAT,KWHAHUCOL,KWHEVAPCOL,KWHCFAN,KWHDHUM,KWHHUM,KWHPLPMP,KWHHTBPMP,KWHHTBHEAT,KWHNEC,BTUEL,BTUELSPH,BTUELCOL,BTUELWTH,BTUELRFG,BTUELRFG1,BTUELRFG2,BTUELFRZ,BTUELCOK,BTUELMICRO,BTUELCW,BTUELCDR,BTUELDWH,BTUELLGT,BTUELTVREL,BTUELTV1,BTUELTV2,BTUELAHUHEAT,BTUELAHUCOL,BTUELEVAPCOL,BTUELCFAN,BTUELDHUM,BTUELHUM,BTUELPLPMP,BTUELHTBPMP,BTUELHTBHEAT,BTUELNEC,DOLLAREL,DOLELSPH,DOLELCOL,DOLELWTH,DOLELRFG,DOLELRFG1,DOLELRFG2,DOLELFRZ,DOLELCOK,DOLELMICRO,DOLELCW,DOLELCDR,DOLELDWH,DOLELLGT,DOLELTVREL,DOLELTV1,DOLELTV2,DOLELAHUHEAT,DOLELAHUCOL,DOLELEVAPCOL,DOLELCFAN,DOLELDHUM,DOLELHUM,DOLELPLPMP,DOLELHTBPMP,DOLELHTBHEAT,DOLELNEC,CUFEETNG,CUFEETNGSPH,CUFEETNGWTH,CUFEETNGCOK,CUFEETNGCDR,CUFEETNGPLHEAT,CUFEETNGHTBHEAT,CUFEETNGNEC,BTUNG,BTUNGSPH,BTUNGWTH,BTUNGCOK,BTUNGCDR,BTUNGPLHEAT,BTUNGHTBHEAT,BTUNGNEC,DOLLARNG,DOLNGSPH,DOLNGWTH,DOLNGCOK,DOLNGCDR,DOLNGPLHEAT,DOLNGHTBHEAT,DOLNGNEC,GALLONLP,GALLONLPSPH,GALLONLPWTH,GALLONLPCOK,GALLONLPCDR,GALLONLPNEC,BTULP,BTULPSPH,BTULPWTH,BTULPCOK,BTULPCDR,BTULPNEC,DOLLARLP,DOLLPSPH,DOLLPWTH,DOLLPCOK,DOLLPCDR,DOLLPNEC,GALLONFO,GALLONFOSPH,GALLONFOWTH,GALLONFONEC,BTUFO,BTUFOSPH,BTUFOWTH,BTUFONEC,DOLLARFO,DOLFOSPH,DOLFOWTH,DOLFONEC,TOTALBTU,TOTALDOL,TOTALBTUSPH,TOTALDOLSPH,TOTALBTUWTH,TOTALDOLWTH,TOTALBTUCOK,TOTALDOLCOK,TOTALBTUCDR,TOTALDOLCDR,TOTALBTUPL,TOTALDOLPL,TOTALBTUHTB,TOTALDOLHTB,TOTALBTUNEC,TOTALDOLNEC,WOODAMT,ZWOODAMT,WOODBTU,PELLETAMT,ZPELLETAMT,PELLETBTU,ELXBTU,PERIODEL,ZELAMOUNT,NGXBTU,PERIODNG,ZNGAMOUNT,FOXBTU,PERIODFO,ZFOAMOUNT,LPXBTU,PERIODLP,ZLPAMOUNT
10001,4,10,METRO,U,2,0,0,0,-2,-2,0,0,-2,-2,20,0,1,0,2,0,1,0,7,0,8,0,-2,-2,3,0,2,0,1,0,4,0,7,0,4,0,1,0,1,0,2,0,41,0,2,0,2,0,2,0,4,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,0,0,1,0,0,1,0,3,0,5,0,3,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,1,0,2,0,2,0,41,0,1,0,1,0,-2,-2,-2,-2,5,0,0,0,0,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,10,0,1,0,2,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,1,0,3,0,1,0,2,0,3,0,3,0,3,0,3,0,1,0,5,0,3,0,3,0,2,0,3,0,1,0,2,0,3,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,2,0,0,0,1,0,1,0,1,0,-2,-2,3,0,1,0,41,0,1,0,1,0,3,0,69,0,69,0,60,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,-2,-2,1,0,1,0,0,0,41,0,1,0,1,0,3,0,-2,-2,-2,-2,-2,-2,78,0,80,0,80,0,-2,-2,-2,-2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,-2,-2,1,0,-2,-2,41,0,1,0,0,0,-2,-2,2,0,2,0,4,0,4,0,0,0,0,0,1,0,1,0,0,-2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,-2,-2,-2,-2,1,1,0,2,0,42,0,1,0,0,0,1,0,2,0,4,0,2,0,2,0,0,0,8,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,1808,1808,1808,1,400,400,12085.16227,16555.31127,5938.01432,17725.58613,17635.59189,6032.801451,17095.36091,6003.357148,5994.108691,5403.025438,17569.63417,16620.98501,18815.84071,5660.359821,20846.35602,7251.431212,6305.781821,17556.87714,5502.876747,17874.88117,17451.18877,17030.04822,7275.91924,6400.973831,6151.373279,6705.398023,18503.44371,6297.252379,6184.159648,17977.63281,6607.864848,18256.8321,18852.47488,20878.19765,6389.164667,6778.368011,5860.645595,19442.55113,5341.87229,15547.32046,17705.6611,6247.48677,20121.66079,6082.009062,6229.539572,6435.381402,15387.71499,17357.44809,17755.36706,6846.206096,18367.76477,6294.548248,6189.487953,18219.6199,6499.156765,17820.58511,18569.42418,20761.90679,6428.851966,6768.231181,5911.444324,18925.20943,5344.386202,15512.26533,17562.18052,6299.308734,20108.43937,6131.369897,6279.366427,6573.607551,15349.33076,17246.87976,17888.58717,16771.84282,5881.927595,17695.10054,17373.13652,6044.760018,17014.46814,6050.894978,5889.570479,5402.607718,17313.84974,16937.99846,18466.39035,5675.986372,21015.94138,7256.769771,6311.331176,17711.26605,5517.709915,17812.84378,17483.08227,17135.62195,7305.993889,6311.888542,6200.077879,1332,1768,118,Hot-Dry/Mixed-Dry,3B-4B,2640,2031,213,1666.36,0.50,0.003,62.27,97.9,33.0,5270.742,0.000,1991.505,0.000,422.951,422.951,0.000,272.055,0.000,100.304,24.930,506.178,185.124,409.651,261.761,115.220,20.904,133.102,101.854,0.000,348.590,0.000,0.000,0.000,0.000,0.000,512.736,17983.771,0.000,6795.016,0.000,1443.108,1443.108,0.000,928.253,0.000,342.236,85.063,1727.078,631.643,1397.731,893.129,393.131,71.324,454.143,347.526,0.000,1189.388,0.000,0.000,0.000,0.000,0.000,1749.457,967.23,0.00,365.46,0.00,77.62,77.62,0.00,49.92,0.00,18.41,4.57,92.89,33.97,75.18,48.04,21.07,3.82,24.43,18.69,0.00,63.97,0.00,0.00,0.00,0.00,0.00,94.09,299.946,120.689,169.719,9.538,0.000,0.000,0.000,0.000,30990.800,12469.727,17535.625,985.448,0.000,0.000,0.000,0.000,438.87,176.59,248.33,13.96,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,48974.570,1406.10,12469.727,176.59,17535.625,248.33,985.448,13.96,1727.078,92.89,0.000,0.00,0.000,0.00,1749.457,94.09,-2,-2,0.000,-2,-2,0.000,3.412,1,0,103.32,1,0,137.45,-2,-2,91.33,-2,-2
10002,3,7,NONE,R,2,0,0,0,-2,-2,0,0,-2,-2,10,0,0,0,-2,-2,1,0,5,0,6,0,-2,-2,2,0,1,0,0,0,2,0,4,0,3,0,3,0,0,0,0,0,20,0,1,0,2,0,2,0,4,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,1,0,4,0,21,0,1,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,1,0,2,0,2,0,41,0,1,0,5,0,-2,-2,-2,-2,6,0,5,0,0,0,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,20,0,1,0,23,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,2,0,2,0,1,0,5,0,5,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,-2,-2,9,0,5,0,1,0,1,0,1,0,1,0,75,0,70,0,72,0,1,0,1,0,5,0,-2,-2,-2,-2,-2,-2,1,0,1,0,1,0,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,0,3,0,1,0,76,0,80,0,74,0,-2,-2,-2,-2,-2,-2,0,0,3,0,1,0,0,0,0,0,0,0,-2,-2,5,0,-2,-2,1,0,1,0,0,0,-2,-2,1,0,5,0,1,0,4,0,4,0,0,0,1,0,1,0,0,-2,0,0,0,0,0,0,-2,-2,-2,0,1,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,1,0,-2,1,0,60,0,2,0,0,0,1,0,2,0,2,0,2,0,0,0,1,0,2,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,0,0,14,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,759,759,759,1,0,0,14410.19627,21486.2872,19146.97576,7320.376426,23567.85114,21926.55369,7477.377341,21544.00386,8189.435472,6616.364119,7260.425486,21416.97832,21356.45512,7196.12369,8036.601583,21021.57222,6465.171293,7067.366837,19909.66246,7107.315205,19018.77004,22595.88329,21752.83169,7500.771757,7152.592898,21478.76005,18859.68816,7387.884877,23539.85019,21902.67758,7631.062238,22392.78101,8173.637244,6749.811528,7289.730099,21361.09524,20857.95295,7287.37378,7952.853568,21287.48759,6580.236869,7217.386658,20227.64612,7123.718465,19074.91214,22693.94509,21767.52288,7466.728298,7192.406148,7330.266916,7935.990872,21284.4382,6565.516931,7090.928853,20077.06686,7120.227775,18743.33861,23075.65659,22033.52374,7455.528132,7178.817437,21260.79677,19311.64204,7370.95589,23410.77526,22271.96237,7478.124488,21903.29546,8045.495864,6741.97167,7209.18083,21149.2764,21104.17824,7281.972063,7989.090616,21279.85082,6563.198863,7100.971414,20354.95096,7161.521391,18948.92242,22955.42198,21201.34995,7508.620392,7130.9095,21570.19801,19300.38334,7406.65085,23379.95034,22078.41698,7492.123251,21567.22397,8028.529581,6600.738777,7242.986668,21107.67813,21255.52683,2494,2795,417,Hot-Humid,1A-2A,2178,1915,466,871.92,0.40,13.189,67.36,96.8,31.7,12173.000,3390.979,2223.717,2089.679,752.709,752.709,0.000,270.167,295.082,197.841,0.000,0.000,0.000,1109.597,445.243,303.136,20.802,0.000,0.000,0.000,418.690,0.000,44.696,0.000,0.000,0.000,934.599,41534.000,11570.020,7587.322,7129.985,2568.243,2568.243,0.000,921.810,1006.820,675.033,0.000,0.000,0.000,3785.945,1519.169,1034.300,70.976,0.000,0.000,0.000,1428.570,0.000,152.503,0.000,0.000,0.000,3188.852,1366.00,380.52,249.54,234.49,84.47,84.47,0.00,30.32,33.11,22.20,0.00,0.00,0.00,124.51,49.96,34.02,2.33,0.00,0.00,0.00,46.98,0.00,5.02,0.00,0.00,0.00,104.88,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,41534.000,1366.00,11570.020,380.52,7129.985,234.49,1006.820,33.11,0.000,0.00,0.000,0.00,0.000,0.00,3188.852,104.88,-2,-2,0.000,-2,-2,0.000,3.412,5,1,,-2,-2,137.45,-2,-2,91.33,-2,-2
10003,3,6,METRO,U,2,0,1,0,1,0,0,0,-2,-2,10,0,0,0,-2,-2,1,0,4,0,7,0,-2,-2,4,0,2,0,0,0,5,0,9,0,2,0,5,0,0,0,1,0,41,0,1,0,1,0,2,0,3,0,1,0,0,0,-2,-2,-2,-2,-2,-2,0,0,-2,-2,-2,-2,1,0,0,0,0,0,0,2,0,4,0,21,0,41,0,1,0,4,0,21,0,3,0,1,0,0,0,-2,-2,-2,-2,-2,-2,2,0,5,0,-2,-2,-2,-2,14,0,14,0,0,1,-2,-2,-2,-2,0,0,-2,-2,-2,-2,2,0,14,0,1,0,23,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,7,0,2,1,3,0,1,0,2,0,3,0,3,0,3,0,2,0,1,0,5,0,3,0,2,0,4,0,2,0,2,1,4,0,4,0,2,0,1,1,3,0,3,0,4,0,2,0,0,1,2,0,2,1,2,0,1,1,0,0,1,0,2,0,2,0,2,1,2,0,0,0,1,0,1,1,1,0,-2,-2,3,0,1,0,42,0,1,0,1,0,1,0,70,0,70,0,68,0,1,0,1,0,5,0,1,0,-2,-2,-2,-2,0,0,-2,-2,1,0,3,0,0,0,42,0,1,0,1,0,1,0,2,0,1,0,4,0,75,0,85,1,75,0,1,0,-2,-2,-2,-2,0,1,7,0,0,0,0,0,0,0,0,0,-2,-2,1,0,-2,-2,41,0,3,0,0,0,-2,-2,2,0,8,0,0,0,1,0,0,1,1,0,1,0,0,0,0,-2,0,0,0,0,0,0,1,0,1,-2,0,1,0,0,0,1,0,1,0,-2,-2,-2,-2,-9,-9,-9,1,0,73,0,1,0,0,0,1,0,1,0,4,0,3,0,1,0,5,0,2,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,0,0,0,0,0,1716,1430,2288,1,572,858,23325.95385,12297.43676,36659.7541,10476.21989,10101.94389,10291.10355,39732.04145,11547.83152,12678.45019,38550.93645,10754.49417,44738.5962,36050.57222,12305.63735,36765.31963,10564.84562,10107.79066,10336.97654,40280.7927,11448.87547,12917.4233,38379.49178,10780.91303,44251.81694,36588.75449,12222.7325,37014.11179,10440.07341,10106.85007,10218.84688,39701.17172,11106.92886,12637.23865,38222.72539,10721.89537,45225.2006,36294.41062,12280.10992,37137.31524,10443.16963,10101.02828,10072.37384,39709.7853,11412.83214,12843.56103,38828.05351,10733.51706,44079.4429,36095.733,31904.99221,11473.82348,40306.27183,41226.17052,39890.757,10735.87768,33985.03374,33213.49113,10758.63893,37617.10525,9669.440578,11397.98234,32806.24077,11365.52113,40543.40309,41214.70718,39619.33831,10658.25911,33935.13806,32836.11502,10640.15069,37931.82473,9777.23644,11246.90436,31915.92709,11481.27387,40590.63097,41214.89182,40249.38235,10605.47916,34432.80171,32965.7668,10746.57529,38172.24342,9567.935686,11485.19101,32355.19781,11384.38466,40354.80895,41459.3201,39725.75446,10544.42326,34614.13857,33074.55718,10837.95237,37756.11357,9673.74417,11342.91124,2059,2235,126,Mixed-Humid,3A,2714,2263,634,1860.23,0.37,10.271,62.32,92.5,24.9,19655.394,3651.818,6837.336,0.000,1465.044,1093.210,371.834,0.000,1362.857,145.729,26.326,533.326,224.070,917.391,1857.856,297.742,114.187,200.526,264.038,0.000,1127.715,0.000,0.000,0.000,0.000,0.000,1041.363,67064.204,12460.003,23328.992,0.000,4998.729,3730.031,1268.698,0.000,4650.068,497.226,89.824,1819.709,764.525,3130.138,6339.003,1015.896,389.606,684.194,900.897,0.000,3847.765,0.000,0.000,0.000,0.000,0.000,3553.130,2428.08,451.12,844.63,0.00,180.98,135.05,45.93,0.00,168.36,18.00,3.25,65.88,27.68,113.33,229.51,36.78,14.11,24.77,32.62,0.00,139.31,0.00,0.00,0.00,0.00,0.00,128.64,294.420,110.238,184.182,0.000,0.000,0.000,0.000,0.000,29483.956,11039.514,18444.442,0.000,0.000,0.000,0.000,0.000,400.76,150.06,250.71,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,0.00,0.00,0.00,96548.160,2828.84,23499.517,601.17,18444.442,250.71,4650.068,168.36,1819.709,65.88,0.000,0.00,0.000,0.00,3553.130,128.64,-2,-2,0.000,-2,-2,0.000,3.412,1,0,100.14,1,0,137.45,-2,-2,91.33,-2,-2
